Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,Costs,label,predicted label
0.26,0.08,1818.0,192,22,232704,1.52,14,10,5,52,1024.0,0.0,"0.020438897959183674, 0.020653408163265302, 0.020648795918367345, 0.020647653061224486, 0.020601244897959177, 0.02059783673469388, 0.0206495306122449",0,0
0.26,0.08,1818.0,192,22,232704,1.52,14,10,20,26,3636.0,0.0,"0.02054177551020408, 0.02052855102040816, 0.020570142857142853, 0.020541877551020406, 0.020754469387755103, 0.02075442857142857, 0.020546122448979586",6,6
0.26,0.08,1818.0,192,22,232704,1.52,14,10,65,34,10908.0,0.0,"0.02078042857142857, 0.020548510204081626, 0.020560510204081638, 0.02055502040816326, 0.020616857142857138, 0.02061889795918367, 0.020557142857142854",6,6
1.36,0.39,30666.44,192,60,232704,3.03,5,10,5,52,1024.0,0.0,"0.4273420816326531, 0.4274373265306122, 0.42721824489795923, 0.4273668571428572, 0.4271635918367347, 0.42718148979591847, 0.4272455510204082",2,2
1.36,0.39,30666.44,192,60,232704,3.03,5,10,20,26,3636.0,0.0,"0.3414876122448979, 0.34158987755102044, 0.34228110204081635, 0.34153216326530605, 0.6409338979591837, 0.6415712244897961, 0.34155926530612246",1,1
1.36,0.39,30666.44,192,60,232704,3.03,5,10,65,34,10908.0,0.0,"0.1483788367346939, 0.14898661224489798, 0.14897391836734697, 0.14903057142857143, 1.1227882857142857, 1.1236609387755103, 0.14913597959183672",6,6
0.26,0.08,1818.0,192,22,232704,1.52,14,10,5,52,1024.0,0.0,"0.020438897959183674, 0.020653408163265302, 0.020648795918367345, 0.020647653061224486, 0.020601244897959177, 0.02059783673469388, 0.0206495306122449",0,0
0.26,0.08,1818.0,192,22,232704,1.52,14,10,20,26,3636.0,0.0,"0.02054177551020408, 0.02052855102040816, 0.020570142857142853, 0.020541877551020406, 0.020754469387755103, 0.02075442857142857, 0.020546122448979586",6,6
0.26,0.08,1818.0,192,22,232704,1.52,14,10,65,34,10908.0,0.0,"0.02078042857142857, 0.020548510204081626, 0.020560510204081638, 0.02055502040816326, 0.020616857142857138, 0.02061889795918367, 0.020557142857142854",6,6
1.2,0.35,5449.03,192,20,232704,1.52,14,10,5,52,1024.0,0.0,"0.012165999999999996, 0.012720346938775507, 0.012707489795918379, 0.012743795918367348, 0.09084330612244901, 0.091581, 0.012765918367346937",0,0
1.2,0.35,5449.03,192,20,232704,1.52,14,10,20,26,3636.0,0.0,"0.035092428571428566, 0.035070081632653065, 0.03519297959183673, 0.0350789387755102, 0.03499975510204082, 0.03500936734693877, 0.03508430612244898",0,0
1.2,0.35,5449.03,192,20,232704,1.52,14,10,65,34,10908.0,0.0,"0.0352405918367347, 0.03508851020408164, 0.03507961224489796, 0.03508300000000001, 0.034980285714285714, 0.03496834693877551, 0.03508751020408163",5,5
1.36,0.39,30660.23,192,60,232704,3.03,5,10,5,52,1024.0,0.0,"0.4273420816326531, 0.4274373265306122, 0.42721824489795923, 0.4273668571428572, 0.4271635918367347, 0.42718148979591847, 0.4272455510204082",2,2
1.36,0.39,30660.23,192,60,232704,3.03,5,10,20,26,3636.0,0.0,"0.3414876122448979, 0.34158987755102044, 0.34228110204081635, 0.34153216326530605, 0.6409338979591837, 0.6415712244897961, 0.34155926530612246",1,1
1.36,0.39,30660.23,192,60,232704,3.03,5,10,65,34,10908.0,0.0,"0.1483788367346939, 0.14898661224489798, 0.14897391836734697, 0.14903057142857143, 1.1227882857142857, 1.1236609387755103, 0.14913597959183672",6,6
0.25,0.07,1818.0,192,22,232704,1.52,14,10,5,52,1024.0,0.0,"0.020438897959183674, 0.020653408163265302, 0.020648795918367345, 0.020647653061224486, 0.020601244897959177, 0.02059783673469388, 0.0206495306122449",0,0
0.25,0.07,1818.0,192,22,232704,1.52,14,10,20,26,3636.0,0.0,"0.02054177551020408, 0.02052855102040816, 0.020570142857142853, 0.020541877551020406, 0.020754469387755103, 0.02075442857142857, 0.020546122448979586",6,6
0.25,0.07,1818.0,192,22,232704,1.52,14,10,65,34,10908.0,0.0,"0.02078042857142857, 0.020548510204081626, 0.020560510204081638, 0.02055502040816326, 0.020616857142857138, 0.02061889795918367, 0.020557142857142854",6,6
1.36,0.39,30185.84,192,60,232704,3.03,5,10,5,52,1024.0,0.0,"0.4273420816326531, 0.4274373265306122, 0.42721824489795923, 0.4273668571428572, 0.4271635918367347, 0.42718148979591847, 0.4272455510204082",2,2
1.36,0.39,30185.84,192,60,232704,3.03,5,10,20,26,3636.0,0.0,"0.3414876122448979, 0.34158987755102044, 0.34228110204081635, 0.34153216326530605, 0.6409338979591837, 0.6415712244897961, 0.34155926530612246",1,1
1.36,0.39,30185.84,192,60,232704,3.03,5,10,65,34,10908.0,0.0,"0.1483788367346939, 0.14898661224489798, 0.14897391836734697, 0.14903057142857143, 1.1227882857142857, 1.1236609387755103, 0.14913597959183672",6,6
0.26,0.08,1818.0,192,22,232704,1.52,14,10,5,52,1024.0,0.0,"0.020438897959183674, 0.020653408163265302, 0.020648795918367345, 0.020647653061224486, 0.020601244897959177, 0.02059783673469388, 0.0206495306122449",0,0
0.26,0.08,1818.0,192,22,232704,1.52,14,10,20,26,3636.0,0.0,"0.02054177551020408, 0.02052855102040816, 0.020570142857142853, 0.020541877551020406, 0.020754469387755103, 0.02075442857142857, 0.020546122448979586",6,6
0.26,0.08,1818.0,192,22,232704,1.52,14,10,65,34,10908.0,0.0,"0.02078042857142857, 0.020548510204081626, 0.020560510204081638, 0.02055502040816326, 0.020616857142857138, 0.02061889795918367, 0.020557142857142854",6,6
1.34,0.39,29898.41,192,60,232704,3.03,5,10,5,52,1024.0,0.0,"0.4273420816326531, 0.4274373265306122, 0.42721824489795923, 0.4273668571428572, 0.4271635918367347, 0.42718148979591847, 0.4272455510204082",2,2
1.34,0.39,29898.41,192,60,232704,3.03,5,10,20,26,3636.0,0.0,"0.3414876122448979, 0.34158987755102044, 0.34228110204081635, 0.34153216326530605, 0.6409338979591837, 0.6415712244897961, 0.34155926530612246",1,1
1.34,0.39,29898.41,192,60,232704,3.03,5,10,65,34,10908.0,0.0,"0.1483788367346939, 0.14898661224489798, 0.14897391836734697, 0.14903057142857143, 1.1227882857142857, 1.1236609387755103, 0.14913597959183672",6,6
0.25,0.08,1818.0,192,22,232704,1.52,14,10,5,52,1024.0,0.0,"0.020438897959183674, 0.020653408163265302, 0.020648795918367345, 0.020647653061224486, 0.020601244897959177, 0.02059783673469388, 0.0206495306122449",0,0
0.25,0.08,1818.0,192,22,232704,1.52,14,10,20,26,3636.0,0.0,"0.02054177551020408, 0.02052855102040816, 0.020570142857142853, 0.020541877551020406, 0.020754469387755103, 0.02075442857142857, 0.020546122448979586",6,6
0.25,0.08,1818.0,192,22,232704,1.52,14,10,65,34,10908.0,0.0,"0.02078042857142857, 0.020548510204081626, 0.020560510204081638, 0.02055502040816326, 0.020616857142857138, 0.02061889795918367, 0.020557142857142854",6,6
1.15,0.34,5284.2,192,20,232704,1.52,14,10,5,52,1024.0,0.0,"0.012165999999999996, 0.012720346938775507, 0.012707489795918379, 0.012743795918367348, 0.09084330612244901, 0.091581, 0.012765918367346937",0,0
1.15,0.34,5284.2,192,20,232704,1.52,14,10,20,26,3636.0,0.0,"0.035092428571428566, 0.035070081632653065, 0.03519297959183673, 0.0350789387755102, 0.03499975510204082, 0.03500936734693877, 0.03508430612244898",0,0
1.15,0.34,5284.2,192,20,232704,1.52,14,10,65,34,10908.0,0.0,"0.0352405918367347, 0.03508851020408164, 0.03507961224489796, 0.03508300000000001, 0.034980285714285714, 0.03496834693877551, 0.03508751020408163",5,5
1.35,0.38,29850.53,192,60,232704,3.03,5,10,5,52,1024.0,0.0,"0.4273420816326531, 0.4274373265306122, 0.42721824489795923, 0.4273668571428572, 0.4271635918367347, 0.42718148979591847, 0.4272455510204082",2,2
1.35,0.38,29850.53,192,60,232704,3.03,5,10,20,26,3636.0,0.0,"0.3414876122448979, 0.34158987755102044, 0.34228110204081635, 0.34153216326530605, 0.6409338979591837, 0.6415712244897961, 0.34155926530612246",1,1
1.35,0.38,29850.53,192,60,232704,3.03,5,10,65,34,10908.0,0.0,"0.1483788367346939, 0.14898661224489798, 0.14897391836734697, 0.14903057142857143, 1.1227882857142857, 1.1236609387755103, 0.14913597959183672",6,6
0.25,0.08,1818.0,192,22,232704,1.52,14,10,5,52,1024.0,0.0,"0.020438897959183674, 0.020653408163265302, 0.020648795918367345, 0.020647653061224486, 0.020601244897959177, 0.02059783673469388, 0.0206495306122449",0,0
0.25,0.08,1818.0,192,22,232704,1.52,14,10,20,26,3636.0,0.0,"0.02054177551020408, 0.02052855102040816, 0.020570142857142853, 0.020541877551020406, 0.020754469387755103, 0.02075442857142857, 0.020546122448979586",6,6
0.25,0.08,1818.0,192,22,232704,1.52,14,10,65,34,10908.0,0.0,"0.02078042857142857, 0.020548510204081626, 0.020560510204081638, 0.02055502040816326, 0.020616857142857138, 0.02061889795918367, 0.020557142857142854",6,6
1.14,0.34,5198.64,192,20,232704,1.52,14,10,5,52,1024.0,0.0,"0.012165999999999996, 0.012720346938775507, 0.012707489795918379, 0.012743795918367348, 0.09084330612244901, 0.091581, 0.012765918367346937",0,0
1.14,0.34,5198.64,192,20,232704,1.52,14,10,20,26,3636.0,0.0,"0.035092428571428566, 0.035070081632653065, 0.03519297959183673, 0.0350789387755102, 0.03499975510204082, 0.03500936734693877, 0.03508430612244898",0,0
1.14,0.34,5198.64,192,20,232704,1.52,14,10,65,34,10908.0,0.0,"0.0352405918367347, 0.03508851020408164, 0.03507961224489796, 0.03508300000000001, 0.034980285714285714, 0.03496834693877551, 0.03508751020408163",5,5
1.11,0.33,5078.94,192,20,232704,1.52,14,10,5,52,1024.0,0.0,"0.012165999999999996, 0.012720346938775507, 0.012707489795918379, 0.012743795918367348, 0.09084330612244901, 0.091581, 0.012765918367346937",0,0
1.11,0.33,5078.94,192,20,232704,1.52,14,10,20,26,3636.0,0.0,"0.035092428571428566, 0.035070081632653065, 0.03519297959183673, 0.0350789387755102, 0.03499975510204082, 0.03500936734693877, 0.03508430612244898",0,0
1.11,0.33,5078.94,192,20,232704,1.52,14,10,65,34,10908.0,0.0,"0.0352405918367347, 0.03508851020408164, 0.03507961224489796, 0.03508300000000001, 0.034980285714285714, 0.03496834693877551, 0.03508751020408163",5,5
1.12,0.33,5001.99,192,20,232704,1.52,14,10,5,52,1024.0,0.0,"0.012165999999999996, 0.012720346938775507, 0.012707489795918379, 0.012743795918367348, 0.09084330612244901, 0.091581, 0.012765918367346937",0,0
1.12,0.33,5001.99,192,20,232704,1.52,14,10,20,26,3636.0,0.0,"0.035092428571428566, 0.035070081632653065, 0.03519297959183673, 0.0350789387755102, 0.03499975510204082, 0.03500936734693877, 0.03508430612244898",0,0
1.12,0.33,5001.99,192,20,232704,1.52,14,10,65,34,10908.0,0.0,"0.0352405918367347, 0.03508851020408164, 0.03507961224489796, 0.03508300000000001, 0.034980285714285714, 0.03496834693877551, 0.03508751020408163",5,5
1.11,0.32,4909.53,192,20,232704,1.52,14,10,5,52,1024.0,0.0,"0.012165999999999996, 0.012720346938775507, 0.012707489795918379, 0.012743795918367348, 0.09084330612244901, 0.091581, 0.012765918367346937",0,0
1.11,0.32,4909.53,192,20,232704,1.52,14,10,20,26,3636.0,0.0,"0.035092428571428566, 0.035070081632653065, 0.03519297959183673, 0.0350789387755102, 0.03499975510204082, 0.03500936734693877, 0.03508430612244898",0,0
1.11,0.32,4909.53,192,20,232704,1.52,14,10,65,34,10908.0,0.0,"0.0352405918367347, 0.03508851020408164, 0.03507961224489796, 0.03508300000000001, 0.034980285714285714, 0.03496834693877551, 0.03508751020408163",5,5
1.07,0.32,4859.71,192,20,232704,1.52,14,10,5,52,1024.0,0.0,"0.012165999999999996, 0.012720346938775507, 0.012707489795918379, 0.012743795918367348, 0.09084330612244901, 0.091581, 0.012765918367346937",0,0
1.07,0.32,4859.71,192,20,232704,1.52,14,10,20,26,3636.0,0.0,"0.035092428571428566, 0.035070081632653065, 0.03519297959183673, 0.0350789387755102, 0.03499975510204082, 0.03500936734693877, 0.03508430612244898",0,0
1.07,0.32,4859.71,192,20,232704,1.52,14,10,65,34,10908.0,0.0,"0.0352405918367347, 0.03508851020408164, 0.03507961224489796, 0.03508300000000001, 0.034980285714285714, 0.03496834693877551, 0.03508751020408163",5,5
1.07,0.31,4783.83,192,20,232704,1.52,14,10,5,52,1024.0,0.0,"0.012165999999999996, 0.012720346938775507, 0.012707489795918379, 0.012743795918367348, 0.09084330612244901, 0.091581, 0.012765918367346937",0,0
1.07,0.31,4783.83,192,20,232704,1.52,14,10,20,26,3636.0,0.0,"0.035092428571428566, 0.035070081632653065, 0.03519297959183673, 0.0350789387755102, 0.03499975510204082, 0.03500936734693877, 0.03508430612244898",0,0
1.07,0.31,4783.83,192,20,232704,1.52,14,10,65,34,10908.0,0.0,"0.0352405918367347, 0.03508851020408164, 0.03507961224489796, 0.03508300000000001, 0.034980285714285714, 0.03496834693877551, 0.03508751020408163",5,5
0.18,0.08,6358.27,16,16,1016064,24.81,128,64,26,5,3972.0,3972.000256,"0.10172063265306121, 0.10144299999999998, 0.1014825510204082, 0.10151589795918366, 0.10127657142857142, 0.1014451224489796, 0.101476",2,2
0.18,0.08,6358.27,16,16,1016064,24.81,128,64,2,89,4.0,4.0,"0.10151153061224492, 0.10161185714285716, 0.10144532653061222, 0.10150179591836733, 0.10136767346938776, 0.10145555102040814, 0.10146604081632654",4,4
0.18,0.08,6358.27,16,16,1016064,24.81,128,64,12,5,3972.0,0.0,"0.1017951428571428, 0.1015990612244898, 0.10113461224489796, 0.1014613469387755, 0.10149324489795919, 0.1014627755102041, 0.10141359183673467",3,3
0.0,0.07,5.0,512,17,1024,0.01,5,4,26,5,3972.0,3972.000256,"0.003130000000000001, 0.004335510204081631, 0.00431142857142857, 0.0044538775510204074, 0.004316326530612242, 0.004465102040816327, 0.004386530612244897",0,0
0.0,0.07,5.0,512,17,1024,0.01,5,4,2,89,4.0,4.0,"0.0042555102040816315, 0.004157959183673468, 0.0041875510204081616, 0.004173673469387753, 0.00430938775510204, 0.004152653061224489, 0.0041620408163265295",1,1
0.0,0.07,5.0,512,17,1024,0.01,5,4,12,5,3972.0,0.0,"0.003211836734693876, 0.0044457142857142855, 0.004293265306122446, 0.004369999999999999, 0.004401836734693876, 0.004306734693877551, 0.0043693877551020405",0,0
0.18,0.08,6358.27,16,16,1016064,24.81,128,64,26,5,3972.0,3972.000256,"0.10172063265306121, 0.10144299999999998, 0.1014825510204082, 0.10151589795918366, 0.10127657142857142, 0.1014451224489796, 0.101476",2,2
0.18,0.08,6358.27,16,16,1016064,24.81,128,64,2,89,4.0,4.0,"0.10151153061224492, 0.10161185714285716, 0.10144532653061222, 0.10150179591836733, 0.10136767346938776, 0.10145555102040814, 0.10146604081632654",4,4
0.18,0.08,6358.27,16,16,1016064,24.81,128,64,12,5,3972.0,0.0,"0.1017951428571428, 0.1015990612244898, 0.10113461224489796, 0.1014613469387755, 0.10149324489795919, 0.1014627755102041, 0.10141359183673467",3,3
0.0,0.08,5.0,512,17,1024,0.01,5,4,26,5,3972.0,3972.000256,"0.003130000000000001, 0.004335510204081631, 0.00431142857142857, 0.0044538775510204074, 0.004316326530612242, 0.004465102040816327, 0.004386530612244897",0,0
0.0,0.08,5.0,512,17,1024,0.01,5,4,2,89,4.0,4.0,"0.0042555102040816315, 0.004157959183673468, 0.0041875510204081616, 0.004173673469387753, 0.00430938775510204, 0.004152653061224489, 0.0041620408163265295",1,1
0.0,0.08,5.0,512,17,1024,0.01,5,4,12,5,3972.0,0.0,"0.003211836734693876, 0.0044457142857142855, 0.004293265306122446, 0.004369999999999999, 0.004401836734693876, 0.004306734693877551, 0.0043693877551020405",0,0
0.18,0.08,6340.92,16,16,1016064,24.81,128,64,26,5,3972.0,3972.000256,"0.10172063265306121, 0.10144299999999998, 0.1014825510204082, 0.10151589795918366, 0.10127657142857142, 0.1014451224489796, 0.101476",2,2
0.18,0.08,6340.92,16,16,1016064,24.81,128,64,2,89,4.0,4.0,"0.10151153061224492, 0.10161185714285716, 0.10144532653061222, 0.10150179591836733, 0.10136767346938776, 0.10145555102040814, 0.10146604081632654",4,4
0.18,0.08,6340.92,16,16,1016064,24.81,128,64,12,5,3972.0,0.0,"0.1017951428571428, 0.1015990612244898, 0.10113461224489796, 0.1014613469387755, 0.10149324489795919, 0.1014627755102041, 0.10141359183673467",3,3
0.0,0.08,5.0,512,17,1024,0.01,5,4,26,5,3972.0,3972.000256,"0.003130000000000001, 0.004335510204081631, 0.00431142857142857, 0.0044538775510204074, 0.004316326530612242, 0.004465102040816327, 0.004386530612244897",0,0
0.0,0.08,5.0,512,17,1024,0.01,5,4,2,89,4.0,4.0,"0.0042555102040816315, 0.004157959183673468, 0.0041875510204081616, 0.004173673469387753, 0.00430938775510204, 0.004152653061224489, 0.0041620408163265295",1,1
0.0,0.08,5.0,512,17,1024,0.01,5,4,12,5,3972.0,0.0,"0.003211836734693876, 0.0044457142857142855, 0.004293265306122446, 0.004369999999999999, 0.004401836734693876, 0.004306734693877551, 0.0043693877551020405",0,0
0.18,0.08,6328.37,16,16,1016064,24.81,128,64,26,5,3972.0,3972.000256,"0.10172063265306121, 0.10144299999999998, 0.1014825510204082, 0.10151589795918366, 0.10127657142857142, 0.1014451224489796, 0.101476",2,2
0.18,0.08,6328.37,16,16,1016064,24.81,128,64,2,89,4.0,4.0,"0.10151153061224492, 0.10161185714285716, 0.10144532653061222, 0.10150179591836733, 0.10136767346938776, 0.10145555102040814, 0.10146604081632654",4,4
0.18,0.08,6328.37,16,16,1016064,24.81,128,64,12,5,3972.0,0.0,"0.1017951428571428, 0.1015990612244898, 0.10113461224489796, 0.1014613469387755, 0.10149324489795919, 0.1014627755102041, 0.10141359183673467",3,3
0.0,0.07,5.0,512,17,1024,0.01,5,4,26,5,3972.0,3972.000256,"0.003130000000000001, 0.004335510204081631, 0.00431142857142857, 0.0044538775510204074, 0.004316326530612242, 0.004465102040816327, 0.004386530612244897",0,0
0.0,0.07,5.0,512,17,1024,0.01,5,4,2,89,4.0,4.0,"0.0042555102040816315, 0.004157959183673468, 0.0041875510204081616, 0.004173673469387753, 0.00430938775510204, 0.004152653061224489, 0.0041620408163265295",1,1
0.0,0.07,5.0,512,17,1024,0.01,5,4,12,5,3972.0,0.0,"0.003211836734693876, 0.0044457142857142855, 0.004293265306122446, 0.004369999999999999, 0.004401836734693876, 0.004306734693877551, 0.0043693877551020405",0,0
0.18,0.08,6328.37,16,16,1016064,24.81,128,64,26,5,3972.0,3972.000256,"0.10172063265306121, 0.10144299999999998, 0.1014825510204082, 0.10151589795918366, 0.10127657142857142, 0.1014451224489796, 0.101476",2,2
0.18,0.08,6328.37,16,16,1016064,24.81,128,64,2,89,4.0,4.0,"0.10151153061224492, 0.10161185714285716, 0.10144532653061222, 0.10150179591836733, 0.10136767346938776, 0.10145555102040814, 0.10146604081632654",4,4
0.18,0.08,6328.37,16,16,1016064,24.81,128,64,12,5,3972.0,0.0,"0.1017951428571428, 0.1015990612244898, 0.10113461224489796, 0.1014613469387755, 0.10149324489795919, 0.1014627755102041, 0.10141359183673467",3,3
0.0,0.08,5.0,512,17,1024,0.01,5,4,26,5,3972.0,3972.000256,"0.003130000000000001, 0.004335510204081631, 0.00431142857142857, 0.0044538775510204074, 0.004316326530612242, 0.004465102040816327, 0.004386530612244897",0,0
0.0,0.08,5.0,512,17,1024,0.01,5,4,2,89,4.0,4.0,"0.0042555102040816315, 0.004157959183673468, 0.0041875510204081616, 0.004173673469387753, 0.00430938775510204, 0.004152653061224489, 0.0041620408163265295",1,1
0.0,0.08,5.0,512,17,1024,0.01,5,4,12,5,3972.0,0.0,"0.003211836734693876, 0.0044457142857142855, 0.004293265306122446, 0.004369999999999999, 0.004401836734693876, 0.004306734693877551, 0.0043693877551020405",0,0
0.18,0.08,6328.37,16,16,1016064,24.81,128,64,26,5,3972.0,3972.000256,"0.10172063265306121, 0.10144299999999998, 0.1014825510204082, 0.10151589795918366, 0.10127657142857142, 0.1014451224489796, 0.101476",2,2
0.18,0.08,6328.37,16,16,1016064,24.81,128,64,2,89,4.0,4.0,"0.10151153061224492, 0.10161185714285716, 0.10144532653061222, 0.10150179591836733, 0.10136767346938776, 0.10145555102040814, 0.10146604081632654",4,4
0.18,0.08,6328.37,16,16,1016064,24.81,128,64,12,5,3972.0,0.0,"0.1017951428571428, 0.1015990612244898, 0.10113461224489796, 0.1014613469387755, 0.10149324489795919, 0.1014627755102041, 0.10141359183673467",3,3
0.0,0.08,5.0,512,17,1024,0.01,5,4,26,5,3972.0,3972.000256,"0.003130000000000001, 0.004335510204081631, 0.00431142857142857, 0.0044538775510204074, 0.004316326530612242, 0.004465102040816327, 0.004386530612244897",0,0
0.0,0.08,5.0,512,17,1024,0.01,5,4,2,89,4.0,4.0,"0.0042555102040816315, 0.004157959183673468, 0.0041875510204081616, 0.004173673469387753, 0.00430938775510204, 0.004152653061224489, 0.0041620408163265295",1,1
